date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,season,is_weekend,is_us_holiday,us_holiday_name,is_thanksgiving_period,is_black_friday,is_black_friday_cyber_period,is_christmas_period,is_diwali_period,is_lunar_new_year_period,is_eid_period,is_holiday_season,fiscal_year,fiscal_quarter,fiscal_month
2021-11-30,2021,11,November,30,2,Tuesday,48,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-12-01,2021,12,December,1,3,Wednesday,48,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-02,2021,12,December,2,4,Thursday,48,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-03,2021,12,December,3,5,Friday,48,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-04,2021,12,December,4,6,Saturday,48,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-05,2021,12,December,5,7,Sunday,48,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-06,2021,12,December,6,1,Monday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-07,2021,12,December,7,2,Tuesday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-08,2021,12,December,8,3,Wednesday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-09,2021,12,December,9,4,Thursday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-10,2021,12,December,10,5,Friday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-11,2021,12,December,11,6,Saturday,49,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-12,2021,12,December,12,7,Sunday,49,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-13,2021,12,December,13,1,Monday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-14,2021,12,December,14,2,Tuesday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-15,2021,12,December,15,3,Wednesday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-16,2021,12,December,16,4,Thursday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-17,2021,12,December,17,5,Friday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-18,2021,12,December,18,6,Saturday,50,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-19,2021,12,December,19,7,Sunday,50,4,Winter,1,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-20,2021,12,December,20,1,Monday,51,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-21,2021,12,December,21,2,Tuesday,51,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-22,2021,12,December,22,3,Wednesday,51,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-23,2021,12,December,23,4,Thursday,51,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-24,2021,12,December,24,5,Friday,51,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-25,2021,12,December,25,6,Saturday,51,4,Winter,1,1,Christmas,0,0,0,1,0,0,0,1,2021,4,12
2021-12-26,2021,12,December,26,7,Sunday,51,4,Winter,1,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-27,2021,12,December,27,1,Monday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-28,2021,12,December,28,2,Tuesday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-29,2021,12,December,29,3,Wednesday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2021,4,12
2021-12-30,2021,12,December,30,4,Thursday,52,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2021-12-31,2021,12,December,31,5,Friday,52,4,Winter,0,0,,0,0,0,0,0,0,0,1,2021,4,12
2022-01-01,2022,1,January,1,6,Saturday,52,1,Winter,1,1,New Year,0,0,0,0,0,0,0,0,2022,1,1
2022-01-02,2022,1,January,2,7,Sunday,52,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-03,2022,1,January,3,1,Monday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-04,2022,1,January,4,2,Tuesday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-05,2022,1,January,5,3,Wednesday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-06,2022,1,January,6,4,Thursday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-07,2022,1,January,7,5,Friday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-08,2022,1,January,8,6,Saturday,1,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-09,2022,1,January,9,7,Sunday,1,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-10,2022,1,January,10,1,Monday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-11,2022,1,January,11,2,Tuesday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-12,2022,1,January,12,3,Wednesday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-13,2022,1,January,13,4,Thursday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-14,2022,1,January,14,5,Friday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-15,2022,1,January,15,6,Saturday,2,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-16,2022,1,January,16,7,Sunday,2,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-17,2022,1,January,17,1,Monday,3,1,Winter,0,1,MLK Day,0,0,0,0,0,0,0,0,2022,1,1
2022-01-18,2022,1,January,18,2,Tuesday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-19,2022,1,January,19,3,Wednesday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-20,2022,1,January,20,4,Thursday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-21,2022,1,January,21,5,Friday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-22,2022,1,January,22,6,Saturday,3,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-23,2022,1,January,23,7,Sunday,3,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-24,2022,1,January,24,1,Monday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-25,2022,1,January,25,2,Tuesday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-26,2022,1,January,26,3,Wednesday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-27,2022,1,January,27,4,Thursday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-28,2022,1,January,28,5,Friday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-29,2022,1,January,29,6,Saturday,4,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,1
2022-01-30,2022,1,January,30,7,Sunday,4,1,Winter,1,0,,0,0,0,0,0,1,0,0,2022,1,1
2022-01-31,2022,1,January,31,1,Monday,5,1,Winter,0,0,,0,0,0,0,0,1,0,0,2022,1,1
2022-02-01,2022,2,February,1,2,Tuesday,5,1,Winter,0,0,,0,0,0,0,0,1,0,0,2022,1,2
2022-02-02,2022,2,February,2,3,Wednesday,5,1,Winter,0,0,,0,0,0,0,0,1,0,0,2022,1,2
2022-02-03,2022,2,February,3,4,Thursday,5,1,Winter,0,0,,0,0,0,0,0,1,0,0,2022,1,2
2022-02-04,2022,2,February,4,5,Friday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-05,2022,2,February,5,6,Saturday,5,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-06,2022,2,February,6,7,Sunday,5,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-07,2022,2,February,7,1,Monday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-08,2022,2,February,8,2,Tuesday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-09,2022,2,February,9,3,Wednesday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-10,2022,2,February,10,4,Thursday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-11,2022,2,February,11,5,Friday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-12,2022,2,February,12,6,Saturday,6,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-13,2022,2,February,13,7,Sunday,6,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-14,2022,2,February,14,1,Monday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-15,2022,2,February,15,2,Tuesday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-16,2022,2,February,16,3,Wednesday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-17,2022,2,February,17,4,Thursday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-18,2022,2,February,18,5,Friday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-19,2022,2,February,19,6,Saturday,7,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-20,2022,2,February,20,7,Sunday,7,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-21,2022,2,February,21,1,Monday,8,1,Winter,0,1,Presidents Day,0,0,0,0,0,0,0,0,2022,1,2
2022-02-22,2022,2,February,22,2,Tuesday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-23,2022,2,February,23,3,Wednesday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-24,2022,2,February,24,4,Thursday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-25,2022,2,February,25,5,Friday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-26,2022,2,February,26,6,Saturday,8,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-27,2022,2,February,27,7,Sunday,8,1,Winter,1,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-02-28,2022,2,February,28,1,Monday,9,1,Winter,0,0,,0,0,0,0,0,0,0,0,2022,1,2
2022-03-01,2022,3,March,1,2,Tuesday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-02,2022,3,March,2,3,Wednesday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-03,2022,3,March,3,4,Thursday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-04,2022,3,March,4,5,Friday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-05,2022,3,March,5,6,Saturday,9,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-06,2022,3,March,6,7,Sunday,9,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-07,2022,3,March,7,1,Monday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-08,2022,3,March,8,2,Tuesday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-09,2022,3,March,9,3,Wednesday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-10,2022,3,March,10,4,Thursday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-11,2022,3,March,11,5,Friday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-12,2022,3,March,12,6,Saturday,10,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-13,2022,3,March,13,7,Sunday,10,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-14,2022,3,March,14,1,Monday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-15,2022,3,March,15,2,Tuesday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-16,2022,3,March,16,3,Wednesday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-17,2022,3,March,17,4,Thursday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-18,2022,3,March,18,5,Friday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-19,2022,3,March,19,6,Saturday,11,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-20,2022,3,March,20,7,Sunday,11,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-21,2022,3,March,21,1,Monday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-22,2022,3,March,22,2,Tuesday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-23,2022,3,March,23,3,Wednesday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-24,2022,3,March,24,4,Thursday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-25,2022,3,March,25,5,Friday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-26,2022,3,March,26,6,Saturday,12,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-27,2022,3,March,27,7,Sunday,12,1,Spring,1,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-28,2022,3,March,28,1,Monday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-29,2022,3,March,29,2,Tuesday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-30,2022,3,March,30,3,Wednesday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-03-31,2022,3,March,31,4,Thursday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2022,1,3
2022-04-01,2022,4,April,1,5,Friday,13,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-02,2022,4,April,2,6,Saturday,13,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-03,2022,4,April,3,7,Sunday,13,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-04,2022,4,April,4,1,Monday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-05,2022,4,April,5,2,Tuesday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-06,2022,4,April,6,3,Wednesday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-07,2022,4,April,7,4,Thursday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-08,2022,4,April,8,5,Friday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-09,2022,4,April,9,6,Saturday,14,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-10,2022,4,April,10,7,Sunday,14,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-11,2022,4,April,11,1,Monday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-12,2022,4,April,12,2,Tuesday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-13,2022,4,April,13,3,Wednesday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-14,2022,4,April,14,4,Thursday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-15,2022,4,April,15,5,Friday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-16,2022,4,April,16,6,Saturday,15,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-17,2022,4,April,17,7,Sunday,15,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-18,2022,4,April,18,1,Monday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-19,2022,4,April,19,2,Tuesday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-20,2022,4,April,20,3,Wednesday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-21,2022,4,April,21,4,Thursday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-22,2022,4,April,22,5,Friday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-23,2022,4,April,23,6,Saturday,16,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-24,2022,4,April,24,7,Sunday,16,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-25,2022,4,April,25,1,Monday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-26,2022,4,April,26,2,Tuesday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-27,2022,4,April,27,3,Wednesday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-28,2022,4,April,28,4,Thursday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-29,2022,4,April,29,5,Friday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-04-30,2022,4,April,30,6,Saturday,17,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,4
2022-05-01,2022,5,May,1,7,Sunday,17,2,Spring,1,0,,0,0,0,0,0,0,1,0,2022,2,5
2022-05-02,2022,5,May,2,1,Monday,18,2,Spring,0,0,,0,0,0,0,0,0,1,0,2022,2,5
2022-05-03,2022,5,May,3,2,Tuesday,18,2,Spring,0,0,,0,0,0,0,0,0,1,0,2022,2,5
2022-05-04,2022,5,May,4,3,Wednesday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-05,2022,5,May,5,4,Thursday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-06,2022,5,May,6,5,Friday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-07,2022,5,May,7,6,Saturday,18,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-08,2022,5,May,8,7,Sunday,18,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-09,2022,5,May,9,1,Monday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-10,2022,5,May,10,2,Tuesday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-11,2022,5,May,11,3,Wednesday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-12,2022,5,May,12,4,Thursday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-13,2022,5,May,13,5,Friday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-14,2022,5,May,14,6,Saturday,19,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-15,2022,5,May,15,7,Sunday,19,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-16,2022,5,May,16,1,Monday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-17,2022,5,May,17,2,Tuesday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-18,2022,5,May,18,3,Wednesday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-19,2022,5,May,19,4,Thursday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-20,2022,5,May,20,5,Friday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-21,2022,5,May,21,6,Saturday,20,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-22,2022,5,May,22,7,Sunday,20,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-23,2022,5,May,23,1,Monday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-24,2022,5,May,24,2,Tuesday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-25,2022,5,May,25,3,Wednesday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-26,2022,5,May,26,4,Thursday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-27,2022,5,May,27,5,Friday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-28,2022,5,May,28,6,Saturday,21,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-29,2022,5,May,29,7,Sunday,21,2,Spring,1,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-05-30,2022,5,May,30,1,Monday,22,2,Spring,0,1,Memorial Day,0,0,0,0,0,0,0,0,2022,2,5
2022-05-31,2022,5,May,31,2,Tuesday,22,2,Spring,0,0,,0,0,0,0,0,0,0,0,2022,2,5
2022-06-01,2022,6,June,1,3,Wednesday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-02,2022,6,June,2,4,Thursday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-03,2022,6,June,3,5,Friday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-04,2022,6,June,4,6,Saturday,22,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-05,2022,6,June,5,7,Sunday,22,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-06,2022,6,June,6,1,Monday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-07,2022,6,June,7,2,Tuesday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-08,2022,6,June,8,3,Wednesday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-09,2022,6,June,9,4,Thursday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-10,2022,6,June,10,5,Friday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-11,2022,6,June,11,6,Saturday,23,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-12,2022,6,June,12,7,Sunday,23,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-13,2022,6,June,13,1,Monday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-14,2022,6,June,14,2,Tuesday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-15,2022,6,June,15,3,Wednesday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-16,2022,6,June,16,4,Thursday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-17,2022,6,June,17,5,Friday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-18,2022,6,June,18,6,Saturday,24,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-19,2022,6,June,19,7,Sunday,24,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-20,2022,6,June,20,1,Monday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-21,2022,6,June,21,2,Tuesday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-22,2022,6,June,22,3,Wednesday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-23,2022,6,June,23,4,Thursday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-24,2022,6,June,24,5,Friday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-25,2022,6,June,25,6,Saturday,25,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-26,2022,6,June,26,7,Sunday,25,2,Summer,1,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-27,2022,6,June,27,1,Monday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-28,2022,6,June,28,2,Tuesday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-29,2022,6,June,29,3,Wednesday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-06-30,2022,6,June,30,4,Thursday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2022,2,6
2022-07-01,2022,7,July,1,5,Friday,26,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-02,2022,7,July,2,6,Saturday,26,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-03,2022,7,July,3,7,Sunday,26,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-04,2022,7,July,4,1,Monday,27,3,Summer,0,1,Independence Day,0,0,0,0,0,0,0,0,2022,3,7
2022-07-05,2022,7,July,5,2,Tuesday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-06,2022,7,July,6,3,Wednesday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-07,2022,7,July,7,4,Thursday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-08,2022,7,July,8,5,Friday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-09,2022,7,July,9,6,Saturday,27,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-10,2022,7,July,10,7,Sunday,27,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-11,2022,7,July,11,1,Monday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-12,2022,7,July,12,2,Tuesday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-13,2022,7,July,13,3,Wednesday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-14,2022,7,July,14,4,Thursday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-15,2022,7,July,15,5,Friday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-16,2022,7,July,16,6,Saturday,28,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-17,2022,7,July,17,7,Sunday,28,3,Summer,1,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-18,2022,7,July,18,1,Monday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-19,2022,7,July,19,2,Tuesday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-20,2022,7,July,20,3,Wednesday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
2022-07-21,2022,7,July,21,4,Thursday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2022,3,7
