product_id,category,subcategory,unit_cost,list_price
P07316,Beauty,Makeup,196.97,414.66
P07317,Clothing,Athleisure,656.68,868.04
P07318,Baby,Feeding,446.56,620.44
P07319,Beauty,Skincare,591.7,1083.19
P07320,Grocery,Pantry,359.92,642.4
P07321,Home,Bedding,145.06,206.9
P07322,Electronics,Computers,204.33,526.49
P07323,Beauty,Makeup,407.75,687.43
P07324,Home,Decor,273.17,573.76
P07325,Baby,Clothing,367.2,984.11
P07326,Grocery,Beverages,246.38,693.97
P07327,Toys,Board Games,678.11,1053.37
P07328,Clothing,Women,140.59,188.37
P07329,Electronics,TV & Video,1004.64,1399.48
P07330,Clothing,Kids,291.73,484.37
P07331,Home,Bath,702.52,1428.07
P07332,Electronics,Gaming,576.5,1195.16
P07333,Home,Decor,397.73,541.36
P07334,Baby,Gear,66.08,123.53
P07335,Beauty,Skincare,268.27,462.23
P07336,Beauty,Skincare,221.2,549.78
P07337,Clothing,Kids,483.85,731.58
P07338,Grocery,Pantry,329.32,516.48
P07339,Electronics,TV & Video,601.89,755.28
P07340,Baby,Feeding,1056.18,1362.58
P07341,Sports,Fitness,47.26,106.49
P07342,Clothing,Shoes,465.71,1129.4
P07343,Grocery,Pantry,82.31,205.62
P07344,Electronics,Gaming,23.83,48.68
P07345,Clothing,Men,505.06,1202.85
P07346,Beauty,Personal Care,150.58,202.2
P07347,Electronics,Gaming,665.6,1105.82
P07348,Grocery,Frozen,445.79,991.72
P07349,Grocery,Beverages,278.9,456.88
P07350,Grocery,Pantry,194.67,549.44
P07351,Office,Furniture,173.16,377.5
P07352,Beauty,Makeup,196.65,410.4
P07353,Baby,Feeding,218.22,357.37
P07354,Office,Supplies,149.95,245.04
P07355,Electronics,Computers,65.29,168.03
P07356,Clothing,Athleisure,444.77,712.31
P07357,Electronics,TV & Video,1108.8,1396.25
P07358,Beauty,Skincare,726.26,1021.79
P07359,Clothing,Shoes,470.25,1024.58
P07360,Home,Decor,980.44,1489.46
P07361,Toys,Collectibles,597.73,1100.21
P07362,Clothing,Shoes,92.44,257.75
P07363,Toys,Board Games,901.4,1225.12
P07364,Home,Decor,59.46,166.88
P07365,Sports,Outdoor,612.69,1045.04
P07366,Sports,Fitness,607.24,781.72
P07367,Electronics,Audio,313.72,769.76
P07368,Office,Supplies,84.45,138.2
P07369,Clothing,Shoes,516.13,1297.87
P07370,Office,Furniture,470.15,622.99
P07371,Office,Furniture,499.19,1395.8
P07372,Grocery,Fresh,565.52,1296.95
P07373,Clothing,Men,699.13,891.99
P07374,Baby,Clothing,754.98,994.5
P07375,Clothing,Kids,46.69,69.15
P07376,Home,Decor,387.7,621.92
P07377,Baby,Diapers,190.21,484.25
P07378,Clothing,Men,3.89,5.02
P07379,Clothing,Women,503.84,1344.86
P07380,Clothing,Women,403.73,887.22
P07381,Home,Kitchen,799.15,1118.1
P07382,Grocery,Fresh,102.69,158.16
P07383,Sports,Outdoor,47.68,120.81
P07384,Beauty,Skincare,663.44,938.57
P07385,Beauty,Personal Care,535.72,768.88
P07386,Clothing,Men,99.4,147.18
P07387,Sports,Cycling,898.52,1129.74
P07388,Sports,Team Sports,13.53,19.65
P07389,Beauty,Personal Care,132.41,254.08
P07390,Baby,Gear,797.76,1152.31
P07391,Beauty,Makeup,14.32,34.83
P07392,Sports,Cycling,485.58,785.0
P07393,Baby,Feeding,423.4,877.34
P07394,Office,Furniture,546.78,926.07
P07395,Electronics,Computers,206.86,518.7
P07396,Clothing,Athleisure,203.04,257.32
P07397,Toys,Board Games,295.47,548.3
P07398,Toys,Kids Toys,32.85,70.89
P07399,Toys,Kids Toys,212.97,273.36
P07400,Sports,Fitness,130.63,268.51
P07401,Home,Bath,765.86,1147.9
P07402,Clothing,Kids,411.49,828.27
P07403,Sports,Team Sports,171.6,332.24
P07404,Beauty,Fragrance,773.81,985.31
P07405,Beauty,Fragrance,879.04,1499.27
P07406,Baby,Clothing,1154.94,1470.21
P07407,Toys,Kids Toys,349.29,632.26
P07408,Baby,Diapers,881.17,1133.16
P07409,Sports,Cycling,185.82,328.72
P07410,Sports,Fitness,484.31,614.02
P07411,Grocery,Snacks,515.09,719.52
P07412,Office,Accessories,134.29,371.49
P07413,Toys,Kids Toys,27.43,43.28
P07414,Toys,Collectibles,378.18,1005.22
P07415,Beauty,Personal Care,125.69,185.91
P07416,Toys,Collectibles,580.67,1104.85
P07417,Electronics,TV & Video,117.02,269.42
P07418,Home,Bedding,527.57,969.59
P07419,Electronics,Audio,571.08,1338.79
P07420,Beauty,Personal Care,691.34,1292.73
P07421,Home,Decor,534.52,1277.7
P07422,Grocery,Snacks,386.6,720.28
P07423,Electronics,Smart Home,82.08,218.25
P07424,Baby,Diapers,690.33,926.4
P07425,Clothing,Shoes,796.02,1439.69
P07426,Office,Accessories,160.64,212.29
P07427,Beauty,Fragrance,570.1,1016.3
P07428,Beauty,Skincare,232.4,595.99
P07429,Baby,Feeding,72.1,110.43
P07430,Electronics,Audio,126.15,191.65
P07431,Clothing,Kids,96.43,149.81
P07432,Grocery,Frozen,222.59,385.08
P07433,Electronics,Phones,252.23,507.14
P07434,Office,Electronics,356.5,652.37
P07435,Home,Bedding,255.89,568.62
P07436,Beauty,Personal Care,263.42,485.56
P07437,Grocery,Beverages,164.6,221.64
P07438,Baby,Gear,149.67,333.48
P07439,Clothing,Shoes,321.32,797.23
P07440,Sports,Team Sports,545.4,1498.03
P07441,Clothing,Men,132.25,260.99
P07442,Sports,Fitness,947.71,1324.32
P07443,Sports,Fitness,70.32,137.6
P07444,Sports,Cycling,864.66,1213.84
P07445,Toys,Kids Toys,380.03,1013.65
P07446,Grocery,Pantry,906.02,1155.61
P07447,Office,Accessories,129.27,193.15
P07448,Sports,Team Sports,580.66,806.21
P07449,Clothing,Women,1077.15,1379.7
P07450,Home,Storage,753.67,1096.68
P07451,Clothing,Men,484.08,1169.3
P07452,Office,Accessories,377.12,547.95
P07453,Clothing,Women,137.82,265.28
P07454,Home,Storage,317.42,826.81
P07455,Beauty,Haircare,414.46,1142.52
P07456,Home,Kitchen,402.28,983.41
P07457,Beauty,Skincare,783.13,1070.86
P07458,Clothing,Kids,9.89,27.74
P07459,Office,Furniture,589.81,1290.58
P07460,Sports,Cycling,152.8,288.69
P07461,Beauty,Makeup,385.23,783.34
P07462,Sports,Team Sports,136.14,187.84
P07463,Electronics,Gaming,434.64,1185.01
P07464,Grocery,Frozen,572.47,770.72
P07465,Beauty,Makeup,134.61,191.01
P07466,Home,Furniture,149.72,253.26
P07467,Toys,Collectibles,445.55,891.71
P07468,Office,Accessories,375.91,493.04
P07469,Toys,Collectibles,764.59,1477.76
P07470,Baby,Diapers,414.04,950.76
P07471,Beauty,Makeup,821.71,1182.18
P07472,Sports,Outdoor,151.06,317.4
P07473,Office,Accessories,529.68,1000.49
P07474,Home,Bedding,486.12,997.99
P07475,Beauty,Personal Care,310.27,410.82
P07476,Grocery,Beverages,138.71,371.97
P07477,Office,Electronics,110.2,311.94
P07478,Electronics,Smart Home,673.33,1041.47
P07479,Home,Bedding,270.24,512.58
P07480,Toys,Kids Toys,886.24,1256.27
P07481,Grocery,Pantry,303.46,574.96
P07482,Toys,Collectibles,165.61,438.22
P07483,Electronics,Gaming,451.54,913.39
P07484,Electronics,Computers,329.33,752.0
P07485,Office,Supplies,802.67,1210.2
P07486,Toys,Board Games,362.11,944.87
P07487,Clothing,Shoes,364.33,636.6
P07488,Home,Storage,250.09,555.96
P07489,Home,Storage,524.36,669.15
P07490,Sports,Fitness,668.67,1004.73
P07491,Electronics,Smart Home,874.68,1216.1
P07492,Toys,Collectibles,675.02,1300.19
P07493,Clothing,Athleisure,402.34,944.05
P07494,Sports,Team Sports,142.4,180.72
P07495,Home,Bath,412.09,517.49
P07496,Grocery,Snacks,351.68,461.1
P07497,Grocery,Pantry,644.39,1158.82
P07498,Sports,Fitness,844.81,1242.21
P07499,Office,Furniture,122.96,327.09
P07500,Toys,Kids Toys,657.26,1154.67
P07501,Sports,Outdoor,305.39,536.54
P07502,Toys,Collectibles,208.08,303.89
P07503,Home,Bedding,585.21,1075.25
P07504,Grocery,Fresh,454.9,868.59
P07505,Office,Accessories,38.24,88.12
P07506,Electronics,TV & Video,243.44,638.42
P07507,Electronics,Smart Home,788.38,1420.44
P07508,Home,Furniture,133.57,168.02
P07509,Grocery,Snacks,153.4,404.92
P07510,Home,Decor,14.9,18.86
P07511,Sports,Team Sports,605.31,932.03
P07512,Office,Electronics,269.53,416.26
P07513,Electronics,Gaming,80.97,107.34
P07514,Grocery,Frozen,25.42,38.8
P07515,Clothing,Athleisure,1146.51,1493.62
P07516,Beauty,Makeup,270.31,394.61
P07517,Baby,Diapers,382.6,778.02
P07518,Electronics,TV & Video,311.66,460.72
P07519,Home,Bedding,138.96,225.81
P07520,Toys,STEM Toys,584.99,1238.82
P07521,Clothing,Athleisure,188.08,284.42
P07522,Toys,Board Games,341.1,837.51
P07523,Beauty,Personal Care,525.96,748.47
P07524,Office,Supplies,361.66,583.77
P07525,Sports,Outdoor,396.95,1045.43
P07526,Baby,Feeding,334.69,433.52
P07527,Grocery,Snacks,565.5,920.95
P07528,Clothing,Men,10.78,15.79
P07529,Home,Bedding,599.97,1362.88
P07530,Beauty,Haircare,478.32,842.56
P07531,Baby,Diapers,917.02,1292.13
P07532,Home,Decor,94.67,130.56
P07533,Toys,Kids Toys,412.05,605.82
P07534,Grocery,Beverages,774.32,1353.38
P07535,Beauty,Haircare,612.09,1304.21
P07536,Clothing,Kids,641.82,1464.65
P07537,Beauty,Haircare,241.01,430.45
P07538,Home,Storage,206.9,447.3
P07539,Baby,Diapers,58.68,117.25
P07540,Home,Decor,573.28,945.69
P07541,Home,Decor,155.23,280.82
P07542,Clothing,Shoes,484.81,651.28
P07543,Home,Bedding,4.07,7.74
P07544,Beauty,Skincare,539.15,1284.46
P07545,Beauty,Skincare,236.59,560.57
P07546,Electronics,TV & Video,264.48,574.12
P07547,Home,Storage,341.27,493.25
P07548,Sports,Fitness,39.66,103.01
P07549,Electronics,Gaming,596.34,1345.59
P07550,Baby,Clothing,826.71,1453.25
P07551,Baby,Gear,548.34,1438.51
P07552,Clothing,Shoes,545.34,1120.81
P07553,Beauty,Fragrance,213.62,284.57
P07554,Office,Supplies,454.79,684.23
P07555,Baby,Feeding,719.1,1055.59
P07556,Office,Accessories,730.67,1208.11
P07557,Clothing,Women,500.62,1031.93
P07558,Home,Storage,323.55,460.76
P07559,Grocery,Frozen,17.63,41.44
P07560,Clothing,Kids,152.26,341.58
P07561,Office,Electronics,197.24,325.91
P07562,Sports,Fitness,437.96,752.28
P07563,Home,Bedding,128.78,269.11
P07564,Beauty,Personal Care,352.85,864.3
P07565,Toys,Kids Toys,123.68,323.26
P07566,Office,Supplies,737.91,937.8
P07567,Office,Furniture,115.04,158.3
P07568,Home,Bedding,866.48,1438.41
P07569,Sports,Cycling,72.07,95.18
P07570,Baby,Clothing,287.12,502.63
P07571,Beauty,Haircare,254.75,523.88
P07572,Toys,Collectibles,628.55,1247.56
P07573,Sports,Cycling,248.54,409.88
P07574,Clothing,Women,405.42,662.05
P07575,Electronics,Computers,43.6,78.42
P07576,Home,Bedding,185.03,246.43
P07577,Toys,STEM Toys,574.63,1224.74
P07578,Toys,STEM Toys,637.08,1120.72
P07579,Office,Accessories,1061.54,1433.9
P07580,Grocery,Pantry,478.16,1354.79
P07581,Clothing,Athleisure,239.75,313.39
P07582,Electronics,Gaming,456.5,827.61
P07583,Clothing,Shoes,216.2,359.96
P07584,Electronics,Audio,153.87,294.78
P07585,Clothing,Men,302.18,440.48
P07586,Home,Bath,231.67,645.14
P07587,Office,Accessories,95.72,135.15
P07588,Clothing,Men,894.6,1304.74
P07589,Sports,Outdoor,242.33,466.72
P07590,Sports,Cycling,170.48,409.26
P07591,Grocery,Pantry,774.05,1363.84
P07592,Home,Bedding,555.63,858.32
P07593,Clothing,Men,149.04,218.99
P07594,Beauty,Haircare,407.69,559.73
P07595,Grocery,Beverages,362.46,846.6
P07596,Grocery,Beverages,266.15,516.61
P07597,Baby,Gear,334.61,587.44
P07598,Clothing,Shoes,28.38,61.69
P07599,Baby,Feeding,424.84,950.99
P07600,Office,Accessories,761.92,1482.14
P07601,Electronics,TV & Video,2.5,4.48
P07602,Office,Supplies,166.05,344.28
P07603,Office,Supplies,113.5,207.3
P07604,Home,Bedding,182.11,335.1
P07605,Beauty,Haircare,297.27,659.5
P07606,Clothing,Athleisure,529.3,1492.31
P07607,Office,Accessories,102.3,143.47
P07608,Baby,Gear,190.83,496.45
P07609,Beauty,Haircare,732.97,1254.66
P07610,Baby,Diapers,303.17,540.16
P07611,Baby,Gear,259.22,511.42
P07612,Electronics,TV & Video,15.1,23.55
P07613,Sports,Outdoor,397.49,915.53
P07614,Sports,Team Sports,113.47,205.26
P07615,Electronics,TV & Video,301.86,645.55
P07616,Grocery,Beverages,570.57,993.82
P07617,Clothing,Athleisure,215.95,557.96
P07618,Beauty,Skincare,193.93,395.64
P07619,Sports,Cycling,884.22,1272.41
P07620,Sports,Cycling,701.57,1098.39
P07621,Home,Storage,139.78,182.23
P07622,Office,Furniture,687.8,923.48
P07623,Grocery,Snacks,449.66,583.55
P07624,Clothing,Men,883.55,1473.66
P07625,Clothing,Women,841.3,1332.74
P07626,Clothing,Athleisure,771.5,1170.19
P07627,Grocery,Frozen,444.68,1095.81
P07628,Grocery,Beverages,465.49,1090.23
P07629,Home,Bath,104.81,159.19
P07630,Sports,Cycling,569.61,1180.18
P07631,Clothing,Athleisure,188.94,419.02
P07632,Electronics,TV & Video,502.92,779.98
P07633,Clothing,Kids,600.83,1319.82
P07634,Office,Accessories,253.7,338.01
P07635,Sports,Team Sports,788.38,1385.41
P07636,Toys,Collectibles,870.2,1284.51
P07637,Electronics,Smart Home,122.73,327.44
P07638,Electronics,Smart Home,556.58,744.67
P07639,Toys,Kids Toys,585.86,945.33
P07640,Home,Kitchen,619.83,1337.58
P07641,Beauty,Makeup,239.92,449.9
P07642,Grocery,Frozen,802.78,1231.02
P07643,Home,Decor,240.98,426.21
P07644,Clothing,Men,294.58,683.31
P07645,Baby,Clothing,217.72,295.29
P07646,Beauty,Personal Care,440.8,834.79
P07647,Sports,Fitness,941.72,1199.66
P07648,Beauty,Haircare,754.41,1497.51
P07649,Grocery,Beverages,1013.77,1383.15
P07650,Baby,Clothing,181.42,509.85
P07651,Office,Furniture,422.19,573.64
P07652,Grocery,Frozen,293.02,433.48
P07653,Electronics,TV & Video,373.28,524.11
P07654,Electronics,Phones,601.71,995.96
P07655,Home,Storage,683.6,1340.76
P07656,Clothing,Athleisure,3.87,5.51
P07657,Clothing,Athleisure,1012.67,1487.85
P07658,Home,Bedding,398.21,642.81
P07659,Sports,Fitness,659.95,1326.52
P07660,Electronics,Smart Home,284.86,650.07
P07661,Toys,Board Games,455.69,659.56
P07662,Home,Furniture,586.49,1478.18
P07663,Office,Furniture,197.76,294.53
P07664,Office,Furniture,133.99,196.34
P07665,Sports,Team Sports,110.55,229.92
P07666,Electronics,Computers,448.61,1268.07
P07667,Home,Bath,108.13,285.81
P07668,Toys,Kids Toys,321.65,495.67
P07669,Grocery,Pantry,615.51,916.4
P07670,Toys,Collectibles,432.68,650.18
P07671,Grocery,Fresh,406.08,838.33
P07672,Grocery,Beverages,356.68,905.95
P07673,Home,Bedding,543.74,1105.04
P07674,Office,Furniture,443.59,603.76
P07675,Office,Supplies,618.39,912.17
P07676,Clothing,Kids,447.76,975.02
P07677,Toys,Collectibles,456.63,624.85
P07678,Grocery,Beverages,128.32,291.78
P07679,Electronics,Phones,398.47,551.49
P07680,Sports,Outdoor,579.68,1293.56
P07681,Baby,Diapers,661.82,1201.86
P07682,Electronics,Phones,529.04,909.68
P07683,Office,Furniture,909.96,1270.04
P07684,Grocery,Snacks,497.07,679.22
P07685,Baby,Feeding,58.0,111.09
P07686,Home,Bedding,224.02,498.27
P07687,Toys,Kids Toys,131.97,187.85
P07688,Clothing,Shoes,282.9,787.91
P07689,Beauty,Makeup,927.41,1274.37
P07690,Grocery,Fresh,215.36,612.6
P07691,Baby,Feeding,230.33,633.84
P07692,Clothing,Men,230.36,350.92
P07693,Electronics,Audio,553.85,1442.36
P07694,Toys,Collectibles,251.17,574.41
P07695,Office,Supplies,34.3,64.11
P07696,Beauty,Personal Care,554.56,815.28
P07697,Office,Furniture,83.6,116.22
P07698,Sports,Cycling,396.36,959.96
P07699,Toys,Board Games,424.3,833.21
P07700,Sports,Outdoor,859.05,1189.31
P07701,Electronics,Phones,397.3,998.94
P07702,Electronics,Audio,502.89,1412.53
P07703,Office,Electronics,393.48,628.38
P07704,Home,Furniture,269.58,642.11
P07705,Clothing,Men,242.45,436.95
P07706,Grocery,Snacks,640.14,981.91
P07707,Clothing,Athleisure,392.75,857.04
P07708,Home,Decor,1050.9,1394.18
P07709,Beauty,Haircare,127.63,191.9
P07710,Electronics,Smart Home,350.4,610.63
P07711,Electronics,Computers,900.7,1260.22
P07712,Home,Kitchen,72.44,96.07
P07713,Electronics,Computers,139.85,328.33
P07714,Home,Decor,155.69,252.29
P07715,Sports,Team Sports,525.93,1169.79
P07716,Office,Electronics,450.44,1139.82
P07717,Baby,Diapers,718.52,1066.9
P07718,Sports,Fitness,734.29,1069.82
P07719,Sports,Fitness,773.24,1139.77
P07720,Grocery,Fresh,262.94,447.68
P07721,Office,Supplies,716.92,995.16
P07722,Home,Decor,665.6,1262.46
P07723,Sports,Team Sports,188.25,381.3
P07724,Office,Accessories,124.35,295.73
P07725,Toys,Collectibles,342.0,760.44
P07726,Electronics,Smart Home,497.67,1234.35
P07727,Toys,Kids Toys,473.29,863.64
P07728,Beauty,Makeup,501.94,1337.81
P07729,Electronics,TV & Video,442.99,690.26
P07730,Clothing,Men,438.57,1138.9
P07731,Office,Furniture,1095.34,1467.99
P07732,Electronics,Smart Home,419.25,575.63
P07733,Office,Accessories,397.67,569.7
P07734,Office,Supplies,290.76,498.34
P07735,Beauty,Fragrance,908.72,1174.54
P07736,Sports,Cycling,375.89,658.14
P07737,Sports,Outdoor,188.05,261.13
P07738,Electronics,Audio,313.12,493.99
P07739,Grocery,Frozen,591.17,856.49
P07740,Toys,Board Games,31.52,43.84
P07741,Clothing,Kids,407.55,707.43
P07742,Office,Electronics,322.52,475.02
P07743,Office,Accessories,884.74,1486.11
P07744,Grocery,Snacks,38.91,103.09
P07745,Sports,Cycling,394.53,815.23
P07746,Electronics,Phones,85.52,116.36
P07747,Home,Bath,385.61,836.58
P07748,Beauty,Skincare,167.7,247.41
P07749,Office,Electronics,3.97,7.93
P07750,Home,Furniture,424.64,886.76
P07751,Grocery,Fresh,631.41,1178.04
P07752,Beauty,Makeup,265.43,332.69
P07753,Baby,Diapers,209.65,317.66
P07754,Baby,Clothing,555.41,1152.09
P07755,Sports,Fitness,380.08,578.41
P07756,Sports,Team Sports,546.86,743.67
P07757,Beauty,Makeup,447.82,613.52
P07758,Office,Electronics,609.88,1105.69
P07759,Sports,Fitness,448.97,883.25
P07760,Toys,Kids Toys,69.0,140.67
P07761,Toys,STEM Toys,261.77,486.7
P07762,Home,Storage,435.41,717.78
P07763,Baby,Feeding,31.85,57.8
P07764,Beauty,Makeup,1046.48,1376.26
P07765,Beauty,Fragrance,24.86,48.21
P07766,Sports,Cycling,486.84,618.15
P07767,Clothing,Women,75.6,161.44
P07768,Beauty,Skincare,952.77,1234.01
P07769,Baby,Feeding,929.49,1385.33
P07770,Beauty,Personal Care,655.33,1427.05
P07771,Grocery,Fresh,807.33,1065.92
P07772,Home,Furniture,277.86,405.91
P07773,Office,Electronics,502.26,1109.28
P07774,Beauty,Haircare,9.78,19.81
P07775,Sports,Cycling,354.61,689.98
P07776,Electronics,Audio,610.47,941.57
P07777,Sports,Outdoor,502.62,1431.96
P07778,Office,Electronics,72.29,92.75
P07779,Office,Electronics,998.59,1312.87
P07780,Toys,Collectibles,288.46,370.64
P07781,Grocery,Snacks,134.82,203.89
P07782,Toys,Collectibles,168.73,223.57
P07783,Toys,Kids Toys,444.56,1038.1
P07784,Toys,Collectibles,542.13,1473.89
P07785,Clothing,Women,479.11,1206.41
P07786,Clothing,Athleisure,71.42,140.93
P07787,Toys,Collectibles,658.13,1467.44
P07788,Office,Supplies,758.55,1157.13
P07789,Clothing,Shoes,216.4,439.99
P07790,Grocery,Snacks,736.33,929.11
P07791,Baby,Clothing,273.28,504.16
P07792,Electronics,Phones,93.15,140.65
P07793,Toys,Collectibles,538.5,1216.44
P07794,Baby,Feeding,172.89,330.88
P07795,Home,Kitchen,701.79,1139.39
P07796,Clothing,Athleisure,568.94,893.14
P07797,Baby,Gear,186.06,380.56
P07798,Home,Bath,173.55,334.72
P07799,Home,Bedding,989.75,1255.48
P07800,Electronics,Gaming,167.11,292.97
P07801,Clothing,Women,566.44,1372.3
P07802,Office,Furniture,866.44,1483.9
P07803,Electronics,Smart Home,341.96,589.03
P07804,Clothing,Women,18.25,24.42
P07805,Beauty,Skincare,112.95,209.75
P07806,Electronics,Computers,825.64,1289.39
P07807,Beauty,Makeup,143.45,382.39
P07808,Baby,Gear,184.56,420.19
P07809,Toys,Collectibles,243.36,482.52
P07810,Baby,Feeding,648.71,1004.67
P07811,Home,Kitchen,653.14,1194.41
P07812,Toys,Collectibles,649.79,1190.29
P07813,Toys,Collectibles,93.12,213.44
P07814,Toys,STEM Toys,873.62,1473.67
P07815,Baby,Diapers,53.06,78.39
P07816,Toys,Board Games,776.03,1194.5
P07817,Clothing,Shoes,651.69,1360.93
P07818,Electronics,Gaming,390.05,917.62
P07819,Sports,Cycling,956.8,1324.74
P07820,Toys,Board Games,311.6,789.68
P07821,Beauty,Fragrance,619.71,937.55
P07822,Toys,Kids Toys,462.45,654.27
P07823,Sports,Outdoor,140.54,179.51
P07824,Toys,Kids Toys,425.82,560.28
P07825,Clothing,Athleisure,177.03,447.68
P07826,Office,Accessories,37.59,79.36
P07827,Office,Electronics,423.13,664.69
P07828,Electronics,Phones,254.36,562.9
P07829,Electronics,Computers,3.97,7.72
P07830,Baby,Feeding,388.28,618.27
P07831,Sports,Team Sports,73.76,205.29
P07832,Clothing,Women,777.46,1317.49
P07833,Home,Kitchen,537.75,944.33
P07834,Office,Accessories,648.92,1054.22
P07835,Toys,Board Games,282.98,621.98
P07836,Sports,Team Sports,212.2,347.86
P07837,Electronics,Audio,240.33,579.23
P07838,Clothing,Men,598.25,933.45
P07839,Clothing,Women,38.93,105.53
P07840,Grocery,Pantry,587.64,1113.05
P07841,Toys,Board Games,666.76,909.48
P07842,Clothing,Athleisure,791.49,1227.86
P07843,Home,Bath,487.73,1149.07
P07844,Electronics,Phones,1172.61,1491.72
P07845,Clothing,Shoes,679.92,1098.48
P07846,Office,Accessories,518.76,928.04
P07847,Baby,Feeding,160.69,253.48
P07848,Home,Bath,477.91,598.0
P07849,Grocery,Pantry,47.13,117.6
P07850,Office,Electronics,381.94,1042.73
P07851,Office,Accessories,486.67,892.92
P07852,Beauty,Skincare,400.59,804.67
P07853,Sports,Outdoor,632.91,1119.21
P07854,Baby,Gear,373.9,496.09
P07855,Home,Storage,547.22,1088.63
P07856,Office,Supplies,839.71,1288.31
P07857,Toys,STEM Toys,565.72,1381.61
P07858,Sports,Team Sports,396.15,575.51
P07859,Electronics,Smart Home,379.44,772.11
P07860,Grocery,Pantry,415.33,1044.79
P07861,Electronics,Gaming,998.43,1485.95
P07862,Electronics,Gaming,124.79,158.36
P07863,Office,Accessories,712.77,1204.96
P07864,Office,Accessories,105.68,194.63
P07865,Toys,Board Games,629.38,1356.7
P07866,Toys,Kids Toys,277.03,589.67
P07867,Beauty,Skincare,959.36,1483.7
P07868,Office,Electronics,341.94,478.19
P07869,Electronics,Smart Home,47.38,83.81
P07870,Office,Furniture,969.23,1288.86
P07871,Baby,Feeding,23.45,55.7
P07872,Office,Accessories,565.07,1242.09
P07873,Baby,Feeding,116.86,159.23
P07874,Toys,Kids Toys,563.78,1488.62
P07875,Baby,Diapers,579.13,767.33
P07876,Beauty,Personal Care,64.01,140.66
P07877,Grocery,Beverages,11.38,16.31
P07878,Toys,STEM Toys,559.4,737.24
P07879,Toys,Kids Toys,469.61,784.4
P07880,Clothing,Men,571.61,942.08
P07881,Clothing,Men,109.72,212.65
P07882,Home,Bedding,295.22,639.09
P07883,Home,Storage,87.8,222.25
P07884,Home,Storage,182.11,257.27
P07885,Office,Furniture,538.94,1010.36
P07886,Beauty,Haircare,546.29,722.61
P07887,Toys,Board Games,99.06,275.49
P07888,Toys,Kids Toys,840.14,1087.35
P07889,Grocery,Frozen,44.88,67.75
P07890,Baby,Clothing,735.41,1004.25
P07891,Beauty,Haircare,258.56,725.59
P07892,Grocery,Snacks,84.91,163.18
P07893,Clothing,Shoes,737.43,1089.01
P07894,Toys,Board Games,296.55,618.32
P07895,Grocery,Frozen,708.04,1220.79
P07896,Electronics,Computers,679.69,1352.47
P07897,Baby,Gear,500.07,781.14
P07898,Toys,Kids Toys,652.03,1109.01
P07899,Home,Bedding,44.62,74.8
P07900,Electronics,Audio,676.72,1200.01
P07901,Beauty,Personal Care,745.28,990.61
P07902,Office,Furniture,476.67,634.65
P07903,Beauty,Haircare,109.5,190.29
P07904,Beauty,Makeup,310.6,467.34
P07905,Office,Supplies,488.93,799.59
P07906,Sports,Fitness,643.93,1386.8
P07907,Sports,Cycling,621.39,1353.72
P07908,Beauty,Haircare,562.09,1411.56
P07909,Electronics,Phones,567.65,1334.35
P07910,Beauty,Fragrance,521.45,779.82
P07911,Electronics,TV & Video,204.25,298.82
P07912,Baby,Feeding,263.94,391.95
P07913,Home,Bedding,670.99,1410.11
P07914,Baby,Diapers,506.66,1255.49
P07915,Grocery,Snacks,841.08,1189.07
P07916,Electronics,Audio,551.6,981.8
P07917,Baby,Feeding,251.66,710.78
P07918,Electronics,TV & Video,681.47,1382.63
P07919,Beauty,Haircare,580.35,826.66
P07920,Baby,Gear,416.56,742.1
P07921,Baby,Diapers,154.49,429.19
P07922,Toys,Board Games,879.25,1200.15
P07923,Office,Supplies,135.6,203.65
P07924,Electronics,TV & Video,216.28,340.53
P07925,Baby,Clothing,850.14,1417.93
P07926,Grocery,Frozen,90.91,211.89
P07927,Office,Furniture,442.39,1247.97
P07928,Grocery,Beverages,940.96,1499.92
P07929,Grocery,Beverages,655.02,1007.75
P07930,Grocery,Pantry,717.85,1167.22
P07931,Beauty,Haircare,190.32,381.76
P07932,Electronics,Gaming,810.46,1264.06
P07933,Grocery,Frozen,663.32,1371.98
P07934,Beauty,Fragrance,187.79,276.11
P07935,Beauty,Fragrance,192.92,246.28
P07936,Home,Bath,835.17,1094.64
P07937,Grocery,Fresh,478.59,887.1
P07938,Baby,Diapers,240.99,324.4
P07939,Beauty,Makeup,17.62,22.84
P07940,Home,Bath,1053.04,1388.61
P07941,Office,Supplies,323.69,838.29
P07942,Sports,Outdoor,469.17,746.85
P07943,Office,Furniture,705.5,889.51
P07944,Grocery,Frozen,114.95,150.7
P07945,Office,Furniture,117.4,165.31
P07946,Sports,Fitness,508.25,1038.44
P07947,Toys,Kids Toys,506.3,679.51
P07948,Beauty,Fragrance,28.4,53.29
P07949,Electronics,Audio,524.11,739.98
P07950,Clothing,Kids,823.14,1329.26
P07951,Office,Supplies,422.86,592.62
P07952,Grocery,Fresh,401.99,941.25
P07953,Sports,Outdoor,421.56,548.82
P07954,Beauty,Personal Care,165.96,305.21
P07955,Toys,Collectibles,986.99,1268.66
P07956,Office,Supplies,27.2,36.38
P07957,Grocery,Beverages,70.44,199.06
P07958,Office,Accessories,327.76,498.98
P07959,Toys,Board Games,642.17,872.66
P07960,Grocery,Beverages,147.57,207.61
P07961,Electronics,Gaming,399.3,1132.97
